@relation 'about128s-weka.filters.unsupervised.attribute.Remove-R7,9-11-weka.filters.unsupervised.attribute.NumericToNominal-R7'

@attribute rate numeric
@attribute sigma1 numeric
@attribute sigma2 numeric
@attribute sigma4 numeric
@attribute sigma8 numeric
@attribute sigma16 numeric
@attribute class {1,2,3}

@data
57732,4.128131,2.852007,1.906791,1.134498,0.625255,1
69098,3.861124,3.131664,2.4178,1.309712,0.830317,1
12654,7.867085,5.560606,3.925405,2.756532,1.880666,1
216963,2.479193,1.69995,1.043384,0.487483,0.374635,2
144316,3.228426,2.332895,1.498412,0.736285,0.042445,2
176806,2.881944,1.930639,1.435031,0.739641,0.25292,2
140982,2.494745,1.758696,1.106861,0.624721,0.317702,2
545739,1.495584,1.129169,0.674895,0.343215,0.10529,3
767672,1.367995,0.951109,0.410153,0.197586,0.065316,3
2176544,0.33252,0.239423,0.156473,0.119455,0.125397,3
24796,7.017653,4.949422,3.926305,2.756542,1.880676,1
13336,5.695673,3.994757,2.771004,1.858322,1.058714,1
57712,3.266152,2.852702,1.90733,1.134984,0.625558,1
69079,3.432726,2.337893,1.755074,0.900056,0.831842,1
5950,7.858133,5.554164,3.920706,2.753851,1.878449,1
217045,2.69386,1.854702,1.078014,0.592733,0.374976,2
144340,3.167718,2.333689,1.499067,0.736981,0.041199,2
176837,2.606776,1.974104,1.504613,0.743009,0.252551,2
140779,2.937007,2.211846,1.400361,0.624359,0.316947,2
537477,1.61574,1.223518,0.624314,0.244988,0.104505,3
803646,1.339105,1.048205,0.404917,0.289146,0.035661,3
2167575,0.362596,0.256754,0.162689,0.074163,0.064541,3
1757486,0.605691,0.39767,0.172849,0.061156,0.045541,3
24747,5.830446,4.09231,2.843659,2.756669,1.880754,1
69961,4.964886,3.886913,2.690569,1.793741,0.990637,1
57738,3.769999,2.853074,1.907614,1.13524,0.625569,1
69006,3.863457,3.132178,2.121816,1.253734,0.831446,1
4078,7.846929,5.546097,3.914768,2.747552,1.873187,1
217081,2.311826,1.660635,1.010081,0.59275,0.374754,2
144340,2.709092,1.972959,1.439431,0.761472,0.041199,2
176828,2.353688,1.697613,1.311274,0.730346,0.253462,2
134640,2.296671,1.850258,1.355761,0.726417,0.360213,2
531002,1.379125,1.05578,0.548235,0.247275,0.076247,3
1927592,0.208138,0.157925,0.103448,0.0726,0.067459,3
2038045,0.19967,0.137805,0.114317,0.057405,0.016308,3
29619,5.907093,4.521445,3.298163,2.273153,1.881145,1
60313,4.189234,3.290811,2.242436,1.833118,1.031865,1
57716,3.131331,2.559392,1.75998,0.99935,0.670172,1
69044,3.015486,2.023785,1.683605,0.824077,0.829717,1
17571,5.52342,3.869859,2.677855,1.783546,0.980053,1
210316,1.832866,1.240529,0.843164,0.446851,0.326863,2
149867,2.655755,1.983608,1.377688,0.644615,0.046064,2
204322,1.953163,1.371469,0.930613,0.418685,0.42275,2
152751,2.398164,1.948936,1.301026,0.52866,0.304262,2
537101,1.221651,0.905991,0.496149,0.270098,0.132756,3
768581,0.828311,0.64617,0.32208,0.156478,0.028425,3
1769367,0.407853,0.352303,0.28231,0.217184,0.19768,3
1694817,0.841647,0.467381,0.217688,0.101202,0.057385,3
25812,5.295813,5.329838,3.756388,2.626624,1.880979,1
43433,4.078385,2.815409,2.656824,2.366812,1.540286,1
69006,3.442214,2.344374,2.122727,1.254081,0.830844,1
21125,4.968392,3.992395,3.926514,2.756587,1.880665,1
210692,2.65595,1.763296,1.088318,0.60251,0.38,2
171305,2.134903,1.81876,1.146966,0.592526,0.151368,2
176852,2.466785,1.807606,1.368969,0.585878,0.252439,2
140804,2.5065,2.047237,1.400439,0.624457,0.31684,2
555253,1.551296,1.236246,0.618292,0.481775,0.162311,3
1705638,0.262156,0.21968,0.175495,0.148955,0.115061,3
1719826,0.333152,0.231713,0.169416,0.145971,0.123311,3
28480,5.699981,4.863646,3.41395,2.36298,1.881011,1
26527,5.285593,4.675628,3.275457,2.255456,1.439733,1
57714,3.744985,2.852683,1.907315,1.134972,0.625547,1
69007,3.453174,2.672547,2.104932,0.976717,0.830838,1
18829,5.73812,5.562592,3.92687,2.756864,1.880971,1
183588,2.392103,1.756442,1.119954,0.699381,0.415155,2
144292,2.581506,2.004297,1.363767,0.649827,0.041708,2
176924,2.10597,1.795558,1.301261,0.594475,0.252198,2
140781,2.610492,2.095121,1.400368,0.624371,0.316945,2
566910,1.348753,1.063526,0.656324,0.323913,0.135918,3
792608,0.892201,0.697799,0.353785,0.253152,0.045557,3
1276470,0.356634,0.274836,0.209757,0.193452,0.198256,3
1080025,0.451518,0.31596,0.213498,0.153144,0.092054,3
31599,6.344761,4.4811,3.131793,2.143289,1.881022,1
24566,7.868133,5.561389,3.925992,2.756192,1.880616,1
57714,3.824477,2.628128,1.732616,0.973396,0.570983,1
69055,3.626522,2.481468,1.756294,0.901788,0.831987,1
11392,7.863974,5.558376,3.923782,2.754465,1.878928,1
216962,2.531051,1.510194,0.879721,0.524767,0.374918,2
144268,2.978706,2.161801,1.35938,0.639165,0.04196,2
176781,2.818135,2.060217,1.460848,0.72261,0.253049,2
118949,2.820119,2.488467,1.622588,0.865862,0.269729,2
545235,1.627005,1.170822,0.61239,0.34396,0.10512,3
815008,1.330857,0.96236,0.464702,0.246744,0.132164,3
777322,0.998074,0.897275,0.788808,0.667777,0.707225,3
1739780,0.696191,0.497446,0.249507,0.087309,0.023095,3
34860,2.65914,2.643761,2.546712,2.137312,1.881227,1
21918,7.869067,5.562034,3.926444,2.756505,1.880728,1
57714,3.850491,3.214868,2.184779,1.572794,0.80896,1
69029,3.624376,2.500347,1.84457,0.908734,0.831691,1
13,3.258126,2.287087,2.093947,1.300887,0.960769,1
216939,2.337026,1.816584,1.140433,0.592633,0.374785,2
149282,2.613842,1.915207,1.447664,0.706249,0.044604,2
176830,2.861125,1.988053,1.504695,0.7431,0.252959,2
118949,2.834299,2.488467,1.622588,0.865862,0.269729,2
549560,1.58104,1.176039,0.574143,0.219388,0.108529,3
762331,1.339273,1.085337,0.536459,0.310626,0.099854,3
2141742,0.406182,0.261684,0.144792,0.110734,0.021802,3
1752006,0.40395,0.285254,0.211197,0.089739,0.050319,3
51288,4.864158,3.390668,2.148019,1.527595,1.036854,1
17038,7.868382,5.561547,3.926091,2.756248,1.880747,1
57713,4.129092,2.852717,1.907341,1.134997,0.625566,1
69032,3.457597,2.383686,1.797855,0.90238,0.830679,1
13818,7.865768,5.559667,3.924715,2.755184,1.879551,1
207158,2.44146,1.61212,1.053464,0.514595,0.384448,2
144317,2.750066,2.183708,1.499041,0.736969,0.041454,2
176780,2.554238,2.062952,1.472588,0.743026,0.253039,2
118949,2.698461,2.488467,1.622588,0.865862,0.269729,2
581708,1.424476,1.063735,0.496815,0.363199,0.078603,3
1503416,0.339429,0.243956,0.182418,0.088695,0.059155,3
1719069,0.304528,0.188705,0.142012,0.111909,0.087889,3
24747,5.736348,5.562031,3.926451,2.756669,1.880754,1
32518,5.533264,5.562841,3.92704,2.756967,1.881156,1
57803,3.598888,2.852916,1.907489,1.135127,0.625881,1
111818,2.017044,1.701417,1.325926,0.785222,0.508262,1
121088,2.197918,2.006742,1.415285,0.857872,0.439628,1
24740,7.324362,5.56365,3.927635,2.757411,1.881364,1
61926,4.721484,3.869344,2.677458,1.783212,0.9795,1
69089,3.673696,2.988255,2.304678,1.196163,0.831181,1
9515,7.863149,5.557779,3.923346,2.75414,1.878663,1
183926,3.078756,2.14233,1.34336,0.611345,0.309031,2
144386,3.043659,2.333033,1.498521,0.736403,0.041528,2
176852,2.870153,1.913406,1.314465,0.618932,0.252596,2
140820,2.854085,2.027975,1.248294,0.624507,0.316766,2
536929,1.913281,1.30407,0.755201,0.27602,0.103142,3
2057840,0.732707,0.447318,0.263908,0.196492,0.095441,3
1662176,0.850545,0.407751,0.220456,0.025713,0.011609,3
24,3.142451,1.581139,1,0.912871,0.57735,1
83363,3.520537,2.827481,1.887974,1.117504,0.364045,1
25725,7.87229,5.564353,3.92815,2.757811,1.88167,1
186965,3.112053,2.103041,1.318194,0.684744,0.408505,2
144509,3.068429,2.180872,1.496977,0.829453,0.085686,2
176876,2.824399,1.878496,1.399637,0.678883,0.252836,2
140806,2.939318,2.211905,1.400406,0.624452,0.316827,2
564901,1.451013,1.094856,0.456781,0.240724,0.134367,3
2191166,0.434118,0.258065,0.135086,0.109971,0.069109,3
2073834,0.246092,0.203332,0.142378,0.128027,0.095913,3
47216,5.525209,3.871189,2.678849,1.784313,0.980764,1
58963,1.917546,1.713504,1.664441,1.446817,0.744807,1
252532,0.759551,0.480357,0.361536,0.193639,0.201801,1
158188,1.067384,0.780439,0.593167,0.43198,0.421987,1
126552,0.88849,0.759967,0.641439,0.526166,0.448965,2
169402,0.90334,0.776639,0.64169,0.439502,0.28062,2
562164,1.887216,1.259609,0.608087,0.228975,0.20393,3
208554,3.219121,2.177344,1.372135,0.589953,0.471992,3
773594,1.755961,1.201547,0.57228,0.322174,0.17673,3
1627448,0.945005,0.511934,0.301221,0.127121,0.104925,3
24749,7.868407,5.561574,3.926653,2.756675,1.880754,1
35121,5.037122,5.033048,3.538543,2.45909,1.622384,1
57810,3.646717,2.49646,2.183872,1.572335,0.80831,1
83320,4.093968,2.82688,2.126646,1.327544,0.363958,1
25706,7.87003,5.562725,3.926962,2.756954,1.881011,1
214758,2.68201,1.830224,1.150888,0.597278,0.374992,2
144268,3.204241,2.31978,1.49902,0.736949,0.04196,2
176842,2.799669,2.106832,1.314031,0.618443,0.252939,2
140849,2.983237,2.100814,1.309046,0.623635,0.316711,2
577968,2.020675,1.313566,0.694109,0.327247,0.163143,3
2206354,0.336475,0.179409,0.140397,0.094437,0.074937,3
2025946,0.399458,0.219852,0.141324,0.110419,0.048497,3
27789,5.614561,3.988247,2.766125,1.854266,1.196213,1
49074,4.558062,4.041225,2.805594,1.885843,1.085994,1
57785,3.625155,2.850013,1.905249,1.133115,0.625716,1
83389,3.657405,2.504392,2.126871,1.327709,0.364186,1
4887,7.851927,5.54969,3.9174,2.749593,1.874844,1
362826,0.729628,0.394679,0.238278,0.106237,0.039705,2
186236,0.784246,0.546084,0.412642,0.335037,0.164686,2
227014,0.620053,0.452332,0.342512,0.284542,0.270429,2
302576,0.91766,0.696819,0.464326,0.173888,0.132411,3
431128,0.688138,0.445979,0.242112,0.097412,0.057411,3
482599,0.54085,0.435286,0.28745,0.154334,0.029954,3
304814,0.580021,0.336774,0.249508,0.147471,0.069822,1
275386,0.769237,0.502212,0.38045,0.251595,0.219432,1
293374,0.940183,0.573882,0.422076,0.155085,0.146075,1
116078,1.184616,0.990022,0.820158,0.701861,0.20333,2
270697,0.41501,0.309392,0.221124,0.180854,0.060506,2
256084,0.936098,0.721209,0.393899,0.248187,0.154009,2
213703,1.196739,0.862774,0.59531,0.434591,0.336541,3
777544,1.624779,1.164104,0.595423,0.326076,0.179533,3
1726766,0.931393,0.404668,0.236643,0.110494,0.041438,3
7317,6.507615,4.581651,1.091107,0.941649,0.826644,1
50295,5.709752,4.004913,2.778545,1.864342,1.063993,1
57736,4.072542,2.811112,1.883561,1.113509,0.615996,1
69028,3.517473,2.657097,2.104495,0.976613,0.831226,1
183397,2.836212,2.019719,1.241358,0.69948,0.415659,2
144316,2.922436,2.16236,1.417246,0.664092,0.041454,2
176853,2.942422,1.968392,1.481243,0.732027,0.253166,2
140829,3.045115,2.046209,1.400495,0.624526,0.316711,2
537650,1.995554,1.375553,0.676597,0.26844,0.102603,3
774695,1.537805,1.032169,0.485289,0.317979,0.150032,3
2182740,0.712372,0.338048,0.169272,0.111294,0.068704,3
24741,7.870989,5.563425,3.928003,2.7577,1.881616,1
17956,7.866532,5.560212,3.925118,2.756056,1.88036,1
57259,4.097977,2.136033,1.474626,0.956794,0.678347,1
67504,3.71521,3.085397,2.086101,1.292522,0.86167,1
30795,7.869716,5.562501,3.92686,2.756875,1.881374,1
219588,2.383249,1.6912,1.034808,0.534695,0.330151,2
144292,2.933854,2.070352,1.355093,0.721649,0.041708,2
132704,2.651676,2.096803,1.242815,0.87844,0.531338,2
176855,2.991977,2.005985,1.504542,0.742933,0.253354,2
140996,3.032556,2.037325,1.256126,0.623315,0.316882,2
550320,1.84941,1.159107,0.599773,0.283098,0.109836,3
724647,1.818126,1.278991,0.630454,0.343115,0.15497,3
36375,6.913687,4.874502,3.421943,2.369062,1.54223,1
57737,3.57884,2.85311,1.907644,1.135265,0.625588,1
50285,4.043733,2.789899,2.005387,1.222433,1.02575,1
16,3.25,2.193741,1.369306,1.322876,0.901388,1
183397,2.997785,2.010398,1.343167,0.699495,0.415659,2
158495,2.840046,2.125466,1.364432,0.661521,0.086795,2
176877,2.865609,1.957055,1.297501,0.74318,0.252802,2
140848,3.264809,2.211619,1.400192,0.624166,0.31744,2
537166,2.102354,1.358158,0.701328,0.361546,0.103408,3
797759,1.738878,1.080817,0.522943,0.243562,0.086282,3
24902,7.820444,5.527089,3.900868,2.737007,0.991308,1
6224,7.858229,5.554344,3.920892,2.752365,1.878371,1
57713,4.129098,3.214928,2.184826,1.572835,0.808946,1
47155,3.89103,3.355569,2.676571,1.840622,1.151737,1
7,4.869732,3.380617,2.299068,1.414214,1.133893,1
216956,2.652306,1.710548,1.052346,0.592536,0.374641,2
144394,2.969929,2.176138,1.371566,0.629725,0.041941,2
176830,2.781951,2.107283,1.504712,0.743119,0.252824,2
140781,3.072603,2.158962,1.357047,0.624371,0.316945,2
574100,1.788527,1.204852,0.667631,0.325042,0.15393,3
2097754,0.790916,0.393673,0.285661,0.212439,0.112983,3
1727043,0.790264,0.457351,0.297373,0.094699,0.076105,3
23092,7.870253,5.562889,3.927075,2.757012,1.8814,1
20,2.983287,1.565248,0.974679,0.806226,0.5,1
57713,4.079389,2.85272,1.907341,1.134997,0.625552,1
69040,3.713915,2.555491,2.22048,1.254615,0.830692,1
2822,7.811679,5.520755,3.896972,2.734599,1.863332,1
190053,2.635446,1.995002,1.235446,0.67173,0.400595,2
154481,2.907448,2.180292,1.399459,0.68009,0.065955,2
204306,2.702838,1.906866,1.131592,0.606962,0.422408,2
141010,2.952644,1.976174,1.204835,0.623716,0.31653,2
537193,1.921182,1.380381,0.681855,0.309924,0.103108,3
773065,1.611929,1.160335,0.589958,0.298706,0.177593,3
2173318,0.699866,0.487604,0.281277,0.050022,0.035332,3
1728297,0.89713,0.414923,0.289502,0.108857,0.087254,3
56285,5.563084,3.898631,2.699369,1.80095,1.073269,1
30692,7.86985,5.562601,3.92687,2.756838,1.881076,1
57751,4.127089,2.851241,2.183473,1.375973,0.562596,1
67446,3.711977,3.088682,2.088617,1.294836,0.862315,1
25704,6.469301,5.562937,3.92711,2.757012,1.880991,1
216962,2.356923,1.591635,0.957613,0.592532,0.374636,2
144484,2.784144,2.011978,1.234839,0.509502,0.043785,2
204412,2.596783,1.71269,1.164599,0.606982,0.423074,2
140864,3.264485,2.211397,1.40064,0.624705,0.317131,2
579206,1.824774,1.283951,0.696648,0.336665,0.184779,3
767715,1.533847,1.155047,0.56022,0.328235,0.087442,3
1942603,0.505125,0.448603,0.425127,0.414076,0.38222,3
38533,6.335487,4.459817,3.116056,2.131039,1.32428,1
46712,4.407697,2.930223,2.669005,1.835264,1.147758,1
183495,2.536061,1.954362,1.342605,0.610846,0.311203,2
144292,2.93964,2.032926,1.365643,0.682393,0.041708,2
176780,2.677637,2.017632,1.43978,0.743026,0.253039,2
134591,2.450321,1.655119,1.182156,0.72617,0.358894,2
561598,1.507543,1.071377,0.596501,0.325666,0.127804,3
804329,1.16961,0.853522,0.528244,0.294195,0.072279,3
24796,7.868756,5.561811,3.926295,2.756396,0.999153,1
17651,5.957082,4.18394,2.91166,1.970018,1.170086,1
57774,3.545602,2.516202,2.037031,1.282986,0.56359,1
69009,3.428846,2.657414,2.104877,0.976703,0.830844,1
49004,4.681569,3.257464,2.108134,1.501672,1.021592,1
177015,2.713508,1.793528,1.245008,0.742833,0.254608,2
515404,1.820211,1.327372,0.628347,0.33927,0.156727,3
770516,1.555954,1.073101,0.517168,0.277576,0.085783,3
1681714,0.854063,0.406987,0.255611,0.1371,0.080975,3
64598,5.522891,3.869488,2.677562,1.783257,0.979535,1
36332,3.820234,2.624989,2.264153,1.882203,1.082016,1
69047,3.866481,2.65917,2.123881,1.255855,0.83193,1
33703,6.235101,4.408317,3.077976,2.101121,1.296045,1
216188,2.002169,1.336519,1.024337,0.495889,0.455638,2
570628,1.35378,0.98676,0.559115,0.230965,0.191819,3
243658,2.027746,1.901975,1.177374,0.414396,0.287187,3
1496,7.851777,5.549486,3.917089,2.74921,1.876002,3
1308957,0.438857,0.27959,0.135537,0.11363,0.035911,3
48075,5.351095,3.744839,2.584554,1.412094,0.970849,1
27650,5.569508,3.903284,2.702788,1.803824,1.001319,1
36328,3.659183,2.505703,1.933106,1.882387,1.082304,1
67264,3.729356,2.557733,2.415822,1.570402,0.863326,1
25713,7.762828,5.485665,3.925635,2.75595,1.880269,1
216818,2.398557,1.611968,0.97704,0.482258,0.259575,2
204220,2.23762,1.495621,0.954685,0.41302,0.422839,2
511823,1.638297,1.313362,0.680821,0.220929,0.088193,3
597911,0.668263,0.557177,0.479952,0.43185,0.140715,3
57112,4.947469,3.451371,2.363866,1.712685,0.991533,1
38505,5.219252,3.649136,3.579577,2.490694,1.650332,1
42081,2.567179,1.869637,1.410529,1.103225,0.904837,1
68982,2.984145,2.589812,1.87177,1.310155,0.831032,1
227962,1.729767,1.469928,1.185568,0.389223,0.292885,2
176781,2.636643,1.734321,1.255339,0.550307,0.253049,2
771888,1.43986,1.031192,0.514738,0.297117,0.184611,3
2183414,0.57998,0.320397,0.144382,0.111958,0.057325,3
1700727,0.720193,0.395098,0.279891,0.174398,0.129435,3
52302,5.528871,3.87383,2.680806,1.786162,1.025067,1
42026,5.596914,3.923151,2.717606,1.815458,1.013543,1
36328,3.232452,3.090047,2.118879,1.882387,1.082304,1
40882,4.787235,3.334579,2.776666,1.86279,1.179356,1
176853,2.851682,2.107318,1.504548,0.742964,0.25369,2
261367,2.665898,2.248599,1.451354,0.766161,0.116363,3
767748,1.567158,1.125623,0.552258,0.277591,0.165536,3
24747,7.223798,5.562282,3.926637,2.756669,1.880754,1
39644,6.460815,4.547907,3.181154,2.181936,1.371731,1
57730,4.12938,2.852928,1.907505,1.135143,0.625751,1
68978,3.835374,2.636183,2.090448,0.977033,0.831126,1
7,4.309458,2.976095,1.963961,1.133893,0.845154,1
176781,2.712203,2.007309,1.504627,0.743028,0.253049,2
536928,1.841191,1.209129,0.612933,0.361157,0.103142,3
257378,3.397137,2.310728,1.763291,1.002491,0.125116,3
803131,1.516694,1.086624,0.406025,0.224608,0.073748,3
2167919,0.655559,0.409629,0.16227,0.098151,0.044743,3
1737828,0.937547,0.384098,0.260036,0.132735,0.069694,3
24772,6.332127,4.455016,3.92648,2.756691,1.880771,1
37221,6.786134,4.783073,3.354642,2.316922,1.495388,1
57715,3.54882,2.852698,1.907326,1.134978,0.625555,1
69056,3.77574,2.657226,2.105537,0.976326,0.830482,1
3334,7.854652,5.551661,3.91883,2.750634,1.875952,1
204179,2.589039,1.697484,0.949596,0.406801,0.423367,2
539636,1.566165,1.119412,0.560995,0.261151,0.103018,3
235879,3.046029,2.581226,1.769275,1.008172,0.634789,3
641339,1.593177,1.345852,0.724137,0.596242,0.563912,3
2208925,0.670016,0.366215,0.15333,0.112505,0.072119,3
1754787,0.819404,0.456599,0.216266,0.097954,0.057906,3
30095,4.76781,4.647044,3.254953,2.239424,1.881045,1
57820,5.287231,3.88684,2.690526,1.793745,0.990756,1
57785,3.874641,2.850016,1.905253,1.133115,0.624415,1
69425,3.439247,2.342093,2.138173,1.017796,0.833741,1
8392,5.522907,3.86949,2.677538,1.783571,0.980567,1
176780,2.944984,1.970332,1.504628,0.743026,0.253039,2
536977,1.885283,1.268424,0.656633,0.25058,0.103128,3
263675,2.862241,2.657566,1.755668,0.995324,0.099434,3
794060,1.583119,1.193843,0.572599,0.359744,0.047532,3
2184904,0.597211,0.316947,0.191768,0.10795,0.061657,3
1710668,0.75496,0.371224,0.242669,0.091866,0.06129,3
24740,7.871312,5.56365,3.927635,2.757565,1.881504,1
46998,5.873185,4.123408,2.866696,1.934356,1.134606,1
57738,4.129437,2.85304,1.907591,1.135225,0.625846,1
68978,3.389641,2.305054,1.65793,0.795038,0.831126,1
24492,7.869729,5.562511,3.926796,2.756786,1.880819,1
176854,2.782679,2.107197,1.504535,0.742924,0.253377,2
825453,1.689193,1.147742,0.589572,0.351078,0.015797,3
2114631,0.78375,0.35878,0.148098,0.136975,0.012699,3
1727626,0.869172,0.339366,0.248111,0.118952,0.051942,3
24797,7.34419,5.561594,3.926668,2.756691,1.880756,1
61658,4.847114,3.870051,2.677992,1.783613,0.979956,1
57761,3.588322,2.853328,1.90781,1.135418,0.626109,1
69137,3.623139,2.518661,1.96224,0.922194,0.823575,1
13,3.258126,2.201398,2.038099,1.300887,1.1094,1
176781,2.901728,2.107225,1.314356,0.618842,0.253049,2
553393,2.007343,1.327196,0.686588,0.332165,0.113691,3
234558,2.911595,2.311946,1.481541,0.717851,0.259597,3
830080,1.604997,1.041855,0.476364,0.257906,0.014685,3
2185009,0.658391,0.266995,0.175671,0.100559,0.056694,3
1755066,0.93933,0.383226,0.24651,0.104822,0.048014,3
24892,5.713962,4.007977,3.926336,2.756568,1.880681,1
22142,7.866743,5.560402,3.925286,2.755661,1.88022,1
57737,4.129635,2.853114,1.907648,1.135273,0.625575,1
69002,3.842024,3.089325,2.105067,0.976826,0.830973,1
14707,7.866362,5.56009,3.92503,2.755438,1.879721,1
204174,2.349671,1.510545,0.978888,0.607102,0.423025,2
511915,1.652734,1.371879,0.773058,0.172756,0.136478,3
777142,1.368127,1.107439,0.510215,0.366239,0.201629,3
2172486,0.421063,0.299194,0.139656,0.109118,0.03378,3
1754502,0.701074,0.477191,0.298446,0.172569,0.038988,3
24747,7.869054,5.562039,3.926462,2.756559,1.880701,1
27419,7.869961,5.562679,3.926928,2.756992,1.881215,1
42802,4.264515,2.952235,2.015639,1.287863,0.695127,1
68979,3.545458,2.671701,2.131667,1.254627,0.831138,1
10,3.847077,2.626785,1.702939,0.948683,0.707107,1
176823,2.918304,1.950075,1.467975,0.702652,0.253421,2
24745,7.869701,5.562492,3.92679,2.75681,1.881088,1
248041,1.421863,1.344718,1.312601,1.122737,1.018244,1
372396,0.528091,0.390439,0.290627,0.1735,0.061029,1
60281,2.947031,2.045119,1.353773,0.921821,0.560546,1
166910,1.620975,1.533904,1.373829,1.398558,1.430303,1
78652,2.798945,2.735412,2.406561,1.684537,1.006836,1
612162,1.357721,1.157792,0.965753,0.836843,0.507817,2
105970,2.936134,1.965538,1.490044,0.972205,0.394187,1
1225,7.794399,5.508731,3.887605,2.727337,1.862191,1
57738,4.129534,2.85304,1.907591,1.135225,0.625846,1
69138,3.833438,2.659565,2.117225,1.240306,0.823587,1
14,3.464102,2.360387,1.558387,1.439246,1.195229,1
545908,2.12967,1.352558,0.708473,0.342828,0.105777,3
232865,2.934621,1.962519,1.193025,0.319117,0.158702,3
829780,1.637142,1.054566,0.538182,0.308217,0.051256,3
2185539,0.776112,0.424192,0.330608,0.121815,0.092001,3
1686838,0.972271,0.411124,0.282466,0.136924,0.044948,3
24770,7.869392,5.562273,3.926623,2.756802,1.880858,1
5337,7.852359,5.550001,3.917622,2.749759,1.876005,1
36062,4.478493,3.109022,2.104146,1.308104,0.614988,1
69162,3.867432,2.659873,2.111489,0.966876,0.823865,1
23518,7.872166,5.564266,3.928078,2.757744,1.881639,1
204172,2.713737,1.793704,1.131706,0.607093,0.423172,2
537000,2.068289,1.473985,0.74557,0.250445,0.103361,3
762339,1.732643,1.253401,0.601988,0.37346,0.200404,3
27323,7.87067,5.563207,3.927326,2.757203,1.881436,1
40022,5.67777,3.981746,2.761577,1.850774,1.049973,1
30357,7.869426,5.562322,3.92668,2.756719,1.881027,1
69029,3.863653,2.657083,2.103605,0.976613,0.831691,1
216962,2.894966,1.93233,1.140449,0.592609,0.374328,2
176805,2.993345,2.007035,1.256301,0.550506,0.252999,2
538369,2.104043,1.356682,0.787602,0.363868,0.230586,3
2182670,0.738879,0.279467,0.159799,0.10294,0.054445,3
1711194,0.989177,0.344195,0.224937,0.086862,0.035248,3
24749,7.869424,5.562293,3.926653,2.756675,1.880754,1
15378,7.868721,5.561787,3.92627,2.757024,1.881245,1
57713,3.597866,2.460183,2.184818,1.572841,0.808967,1
69234,3.357712,2.660787,2.111756,0.967553,0.824243,1
34413,6.17659,4.342646,3.029337,2.062995,1.25978,1
204343,2.581494,1.69165,1.122189,0.607383,0.423145,2
537073,2.053214,1.388608,0.655814,0.24218,0.103209,3
2179893,0.767641,0.29073,0.127024,0.064621,0.043305,3
1727415,0.98407,0.481128,0.24939,0.127486,0.073964,3
49520,4.814866,3.868306,2.676677,1.782561,0.979021,1
63257,4.03392,3.415335,2.088786,1.491824,1.016689,1
49547,4.451155,3.089086,2.088917,1.120759,0.886146,1
69210,3.009471,2.657978,1.84912,1.295525,0.823106,1
172409,2.520792,1.97151,1.127636,0.643373,0.19669,2
124342,2.653597,2.286716,1.461202,0.735199,0.668461,2
205037,1.918709,1.485083,0.854603,0.440581,0.422192,2
566262,1.337945,0.98362,0.543889,0.242319,0.136689,3
802885,0.670806,0.534766,0.336284,0.193922,0.127574,3
2100090,0.432369,0.32504,0.267419,0.234627,0.139971,3
43197,5.47866,3.837411,2.708846,1.808403,1.006081,1
19425,7.865838,5.559751,3.924802,2.755287,1.879963,1
57713,3.400027,2.651299,2.029097,1.242969,0.604034,1
69043,3.391704,2.306601,1.441766,0.97618,0.829767,1
17246,5.613612,5.562242,3.926629,2.756677,1.880829,1
204150,2.445327,1.647499,1.062852,0.536327,0.423189,2
644130,0.649074,0.564906,0.486235,0.380154,0.237928,3
270556,1.032944,0.923603,0.750528,0.682133,0.097898,3
627587,0.61261,0.484921,0.351476,0.307235,0.292402,3
688774,0.630228,0.497045,0.255865,0.105388,0.048031,3
688420,0.466426,0.308572,0.162054,0.15229,0.133825,3
45919,3.52364,2.765252,2.346069,1.539516,1.205691,1
75100,3.150734,2.776094,1.481124,1.263141,1.021604,1
57802,4.124561,2.849385,2.181776,1.374535,0.561301,1
69005,3.864349,2.657597,1.872565,1.310722,0.831452,1
6,4.453463,3.082207,2.041241,1.224745,1,1
204149,2.624894,1.906811,1.131707,0.607123,0.42319,2
571838,2.091674,1.364607,0.692493,0.324458,0.149127,3
269866,2.71006,1.790919,1.044265,1.001661,0.139345,3
830030,1.681736,1.018956,0.423179,0.295915,0.015327,3
2177254,0.798097,0.50966,0.327186,0.03879,0.023221,3
1760094,0.945736,0.371716,0.245546,0.114891,0.049999,3
24738,7.871959,5.564115,3.927973,2.757676,1.88158,1
4542,7.852014,5.549882,3.917607,2.749885,1.876645,1
57811,3.861649,2.853994,1.908331,1.573075,0.809757,1
69139,3.866989,2.659546,1.850367,1.296636,0.823616,1
8,4.596194,3.181981,2.150581,1.322876,1,1
204245,2.619771,1.721263,0.965654,0.426801,0.423449,2
537003,2.049708,1.373993,0.674056,0.260006,0.103297,3
202788,3.933271,2.708541,1.795464,1.032659,0.273995,3
768006,1.766436,1.030105,0.559207,0.316981,0.226743,3
2138677,0.787273,0.310634,0.186487,0.099113,0.034422,3
1777883,0.937565,0.384441,0.24702,0.114634,0.072457,3
24743,6.807665,4.798102,3.927144,2.75706,1.881422,1
13,3.497252,2.112235,1.38675,0.784465,0.480384,1
57713,4.129092,2.852717,1.907341,1.134997,0.625566,1
69144,3.449548,2.105743,1.403228,1.296684,0.823692,1
49314,5.526685,3.872237,2.679615,1.784974,0.98126,1
204222,2.645158,1.740883,1.13155,0.607136,0.423311,2
