@relation 'multiresolution-weka.filters.unsupervised.attribute.Remove-R7,9-11'

@attribute rate numeric
@attribute sigma1 numeric
@attribute sigma2 numeric
@attribute sigma4 numeric
@attribute sigma8 numeric
@attribute sigma16 numeric
@attribute class {1,2,3}

@data
32880,7.869856,5.562605,3.926871,2.757141,1.881212,1
2425553,0.250571,0.165726,0.120211,0.100574,0,1
1279581,0.998305,0.943164,0.918902,0.908676,0.895583,1
887069,1.34799,1.282519,1.253127,1.241516,1.226453,1
670566,1.643564,1.572672,1.540939,1.528393,1.512265,1
89447,3.689206,2.510997,1.684863,1.095142,0.465052,1
61312,3.402849,2.299927,1.594006,1.16887,0.656475,1
36369,3.717076,2.611036,2.20263,1.392228,1.083193,1
57755,3.675859,2.543307,1.878064,1.108533,0.62603,1
2316119,0.542095,0.461437,0.429614,0.314175,0,1
1170630,1.23941,1.172974,1.148673,1.072816,0.978524,1
780428,1.674553,1.601165,1.574517,1.492091,1.391475,1
613929,1.924151,1.840812,1.803133,1.711016,1.602268,1
66267,3.981975,3.086404,2.06475,1.277334,0.823252,1
59984,4.34417,3.390607,2.290873,1.457406,1.001849,1
67311,3.949381,2.720364,2.083574,1.290338,0.863412,1
69028,3.846773,2.644612,2.104994,0.977236,0.831226,1
2100568,0.643942,0.627934,0.600471,0.331503,0,1
1050300,1.352493,1.337355,1.311887,1.104411,0.99997,1
700210,1.801037,1.784,1.755408,1.526266,1.41415,1
558348,2.037192,2.001458,1.962225,1.719154,1.597657,1
33206,6.314183,4.408448,3.035978,2.644271,1.730912,1
33203,6.314769,4.408865,3.036283,2.644544,1.73112,1
53743,4.857233,3.385615,2.314205,1.861833,1.177674,1
20031,7.869936,5.56266,3.926907,2.756904,1.881001,1
2284152,0.559643,0.473109,0.329981,0.199697,0,2
1270348,1.103981,1.024217,0.909871,0.837532,0.798052,2
906900,1.427043,1.321872,1.193537,1.114637,1.074391,2
755025,1.559312,1.440761,1.300317,1.210799,1.170659,2
218324,2.24898,1.757125,1.110427,0.484923,0.290229,2
218798,2.401447,1.747785,1.105643,0.483439,0.290921,2
219646,2.300451,1.752605,1.010142,0.534723,0.362187,2
214495,2.582997,1.743196,1.074673,0.514672,0.375197,2
1575636,0.998472,0.991089,0.986529,0.973414,0,2
894148,1.525447,1.480183,1.456128,1.43251,0.762164,2
671304,1.766788,1.703339,1.659572,1.627422,0.952595,2
544491,1.961815,1.876886,1.826808,1.785826,1.094185,2
185295,2.373255,1.748241,1.095218,0.420186,0.190466,2
168716,2.465589,1.854383,1.19415,0.630577,0.202113,2
149042,2.812839,2.091397,1.321705,0.617323,0.040792,2
144345,3.111414,2.179051,1.373535,0.648358,0.041948,2
2264246,0.537479,0.491851,0.467774,0.290495,0,2
1195834,1.178028,1.124673,1.097332,0.977168,0.893444,2
890056,1.430879,1.346324,1.310962,1.177104,1.093925,2
709106,1.638454,1.537925,1.499936,1.35556,1.268601,2
177380,2.565649,1.67072,1.373414,0.688443,0.338803,2
185682,2.396042,1.539656,1.279543,0.564522,0.294434,2
179223,2.606804,2.105864,1.38078,0.732781,0.153393,2
176810,2.624237,2.107258,1.504669,0.743081,0.252917,2
1108924,1.517932,1.403718,1.002753,0.999978,0,2
608426,2.177071,2.014836,1.547249,1.534045,0.822611,2
459495,2.478688,2.265271,1.753811,1.724508,1.00053,2
376191,2.728418,2.466994,1.916585,1.871608,1.125714,2
138413,3.426415,2.317358,1.478196,0.769859,0.161229,2
143426,3.433017,2.322239,1.482024,0.773509,0.114093,2
144748,3.372427,2.292192,1.367412,0.769798,0.112317,2
119011,3.59267,2.456327,1.59708,0.866053,0.269955,2
2313374,0.202353,0.145922,0.126205,0.104689,0,3
1632339,0.6836,0.596383,0.534407,0.443028,0.417214,3
1270087,0.902774,0.794893,0.696549,0.616086,0.595298,3
1093112,1.032405,0.88892,0.765282,0.685197,0.661399,3
670798,1.416682,1.061479,0.655982,0.347796,0.245339,3
606097,1.457295,1.050273,0.370342,0.229754,0.095424,3
610940,1.487498,1.076077,0.536101,0.318279,0.122347,3
541936,1.596189,1.157041,0.695384,0.350529,0.103023,3
2449783,0.357597,0.267178,0.214979,0.095321,0,3
1648497,0.757255,0.663453,0.542088,0.502291,0.48607,3
1352394,0.933114,0.763302,0.627814,0.592265,0.574377,3
1211056,1.00574,0.814202,0.651439,0.610768,0.591115,3
783227,1.357272,0.945338,0.354195,0.213858,0.052026,3
809733,1.34375,0.932091,0.384178,0.228991,0.104497,3
719650,1.458742,1.127367,0.533939,0.295824,0.162879,3
810266,1.432865,0.971738,0.444031,0.251026,0.14551,3
2151135,0.278596,0.232945,0.132845,0.035513,0,3
2141980,0.321103,0.243133,0.127435,0.066108,0.004267,3
2147884,0.343708,0.206037,0.107247,0.055939,0.005196,3
2125545,0.413292,0.230454,0.128266,0.095087,0.018759,3
2103248,0.473078,0.255361,0.155335,0.113392,0.020949,3
2138261,0.476771,0.241798,0.164312,0.115076,0.041009,3
2068030,0.500484,0.31922,0.237363,0.132425,0.053363,3
2157487,0.411174,0.3179,0.238907,0.126684,0.074161,3
2358893,0.275055,0.214569,0.151216,0.106332,0,3
2663363,0.456788,0.332585,0.159372,0.13972,0.114317,3
2605978,0.405097,0.289937,0.147097,0.125104,0.100349,3
2396677,0.463645,0.342076,0.234167,0.191988,0.17835,3
2231286,0.539704,0.402514,0.285663,0.242798,0.235992,3
1907403,0.518339,0.358278,0.254918,0.185227,0.177683,3
1693209,0.577268,0.416158,0.187986,0.110477,0.037844,3
1727190,0.53775,0.377927,0.187311,0.107603,0.064851,3
2271103,0.487432,0.410767,0.366057,0.207749,0,1
1206643,1.112934,1.049965,1.012307,0.925091,0.882166,1
804432,1.535547,1.467519,1.427277,1.33554,1.29124,1
631610,1.792615,1.703167,1.651359,1.550034,1.501006,1
63836,4.457393,3.323749,2.241348,1.418571,1.012694,1
28299,7.931515,5.563669,3.87004,2.644008,1.730939,1
53477,5.53671,3.87951,2.685043,1.532288,1.039742,1
24747,7.869054,5.562039,3.926462,2.756691,1.880776,1
2273748,0.530402,0.458015,0.423353,0.177674,0,1
1211437,1.150133,1.079907,1.046502,0.908864,0.876902,1
807634,1.576112,1.499741,1.463789,1.318706,1.285835,1
630969,1.839417,1.744619,1.699195,1.542212,1.505595,1
68531,4.295618,3.015994,2.029919,1.249237,0.87015,1
31259,6.557831,4.582855,3.16566,2.12415,1.325156,1
70137,4.16201,2.87696,2.48779,1.629396,0.736001,1
44498,4.861937,3.389163,3.393722,2.347215,1.522717,1
2562406,0.391483,0.258254,0.2409,0.130131,0,1
1281215,1.143011,1.064589,1.056422,1.016775,0.999981,1
888158,1.499037,1.408287,1.395496,1.352902,1.333776,1
671383,1.807148,1.708077,1.693952,1.647827,1.627159,1
56033,3.867791,2.641948,1.971782,1.410581,0.822699,1
61295,3.579074,2.429994,1.789652,1.248005,0.65638,1
36351,4.166882,3.318511,2.263428,1.443526,1.082801,1
57785,3.862473,2.851309,1.906252,1.134016,0.625453,1
2325160,0.405663,0.381113,0.220483,0.132185,0,1
1175148,1.132794,1.115162,1.026411,0.996046,0.97861,1
783438,1.55717,1.537962,1.442301,1.410005,1.391571,1
616166,1.813888,1.774613,1.664077,1.624885,1.602819,1
66220,4.477394,3.086019,2.064466,1.277279,0.823186,1
59938,4.897835,3.390336,2.290674,1.457433,1.001875,1
67265,4.441073,3.081692,2.415826,1.570409,0.863328,1
69052,3.472963,2.367236,2.122716,1.25342,0.830602,1
2031088,0.739308,0.657878,0.583188,0.350841,0,1
1015560,1.44674,1.365839,1.296199,1.116292,0.999968,1
677050,1.907734,1.81608,1.737837,1.539175,1.414148,1
541001,2.133479,2.031234,1.939258,1.728468,1.593359,1
33230,5.103317,4.409047,3.036413,2.644244,1.730895,1
33226,5.103958,4.409606,3.036818,2.644608,1.731182,1
33745,5.063687,3.535959,3.077485,2.758089,1.881912,1
9,3.771236,2.581989,1.666667,0.881917,0.745356,1
2200949,0.6082,0.590065,0.582406,0.370653,0,2
1249817,1.149049,1.090205,1.060938,0.890144,0.761016,2
878994,1.481175,1.419457,1.37748,1.196678,1.066083,2
734096,1.626312,1.542096,1.477739,1.287251,1.157147,2
218195,2.644888,1.932732,1.169526,0.584378,0.370533,2
212558,2.522508,1.859818,1.108811,0.582176,0.355942,2
219549,2.442217,1.83707,1.084932,0.612068,0.362066,2
216939,2.474557,1.816551,1.140427,0.592637,0.374489,2
1427046,1.038587,1.009862,0.859463,0.728179,0.124998,2
779374,1.558805,1.487112,1.296284,1.143836,0.667571,2
553979,1.900849,1.800152,1.584332,1.414847,0.919072,2
477622,2.007958,1.873246,1.626665,1.442274,0.955335,2
185218,2.564898,1.771763,1.074577,0.525341,0.284703,2
168701,2.802492,1.961932,1.235797,0.719598,0.307589,2
149099,2.880642,1.921398,1.443362,0.703758,0.041193,2
147646,2.941017,2.100515,1.46461,0.716494,0.041067,2
2245698,0.628865,0.552273,0.46701,0.341523,0,2
1182389,1.264149,1.18082,1.103316,1.01201,0.899288,2
883899,1.498097,1.403935,1.310259,1.204391,1.092174,2
704442,1.712679,1.607504,1.498636,1.382963,1.266177,2
177353,2.584828,2.105844,1.408336,0.70126,0.368965,2
187758,2.507891,2.016656,1.411475,0.704401,0.310287,2
179218,2.632854,1.731393,1.082542,0.733191,0.153449,2
176853,2.767375,1.834886,1.139913,0.743044,0.253043,2
1022944,1.496992,1.408936,1.08897,0.999968,0,2
565444,2.110256,1.989891,1.616901,1.513751,0.809098,2
430905,2.398772,2.222729,1.809049,1.685292,0.972864,2
354748,2.64212,2.413938,1.963354,1.820129,1.088854,2
138442,3.247021,2.184403,1.373245,0.665697,0.161368,2
143450,3.431142,2.320853,1.480935,0.772479,0.114297,2
144710,3.226879,2.315634,1.48453,0.769791,0.112054,2
119021,3.380216,2.487671,1.621955,0.865226,0.269351,2
2749750,0.314454,0.213412,0.143959,0.020829,0,3
1637467,0.871596,0.775969,0.712595,0.684242,0.67927,3
1273448,1.08074,0.93986,0.854196,0.824328,0.819771,3
1095556,1.214945,1.027631,0.916752,0.879921,0.871829,3
591456,1.643019,1.083323,0.428517,0.257056,0.140238,3
615476,1.553419,1.092979,0.453681,0.287749,0.119689,3
610754,1.565251,1.01624,0.501281,0.287304,0.05649,3
558451,1.551195,1.069029,0.653727,0.327518,0.121802,3
2560553,0.518758,0.372297,0.170718,0.00125,0,3
1674681,0.873869,0.718985,0.580239,0.538548,0.528979,3
1369719,1.061262,0.852307,0.675403,0.634314,0.614819,3
1238601,1.131394,0.945689,0.700729,0.642736,0.616702,3
787546,1.426856,1.026376,0.466283,0.306699,0.045228,3
775399,1.465449,1.083529,0.489391,0.271978,0.052865,3
741156,1.458925,1.184305,0.512339,0.301829,0.098405,3
767798,1.363932,1.186838,0.51728,0.292226,0.128109,3
2329626,0.248668,0.176602,0.147311,0.084431,0,3
2162669,0.295389,0.21046,0.150288,0.112438,0.077197,3
2112093,0.303958,0.224477,0.158453,0.105679,0.072885,3
2187062,0.347016,0.23662,0.175357,0.118906,0.085093,3
2138556,0.389253,0.268514,0.214787,0.157936,0.078054,3
2199088,0.387918,0.265975,0.22051,0.145346,0.066773,3
2173560,0.434035,0.317616,0.161746,0.121677,0.042522,3
2189322,0.408826,0.29573,0.153618,0.106623,0.055208,3
2305930,0.486311,0.399347,0.366654,0.02931,0,3
2533086,0.447715,0.351217,0.300931,0.096597,0.089675,3
2591831,0.371962,0.29366,0.250175,0.08673,0.07841,3
2382905,0.429683,0.335624,0.289131,0.184565,0.168869,3
2244067,0.465544,0.340531,0.285885,0.237079,0.21882,3
1932930,0.536168,0.400707,0.300353,0.272716,0.237273,3
1709610,0.620427,0.357178,0.172597,0.088039,0.038225,3
1715690,0.650158,0.394649,0.165271,0.088313,0.040405,3
2292477,0.632092,0.467473,0.40963,0.161361,0,1
1217539,1.242801,1.091715,1.042104,0.909251,0.882877,1
811700,1.678321,1.512515,1.45908,1.319112,1.291959,1
632688,1.950128,1.761874,1.698628,1.547219,1.516792,1
59570,4.755766,3.287679,2.214588,1.397665,1.037844,1
23930,7.930333,5.562827,3.869426,2.643515,1.730337,1
49036,5.119605,3.576638,2.676611,1.434921,0.983478,1
24748,6.718869,4.734084,3.92629,2.75654,1.880673,1
2324918,0.667959,0.437592,0.279241,0.120219,0,1
1237030,1.26439,1.061416,0.959798,0.89462,0.879436,1
824694,1.702337,1.479814,1.371774,1.30402,1.288433,1
647125,1.967986,1.716959,1.594187,1.518215,1.499315,1
68468,4.186609,2.874688,2.155735,1.350655,0.943386,1
31193,7.296453,5.110685,3.543941,2.404493,1.546229,1
56617,5.286052,3.897158,2.698233,1.799882,1.071511,1
24948,7.869023,5.562006,3.926422,2.756491,1.880818,1
2564243,0.401156,0.186721,0.150963,0.012411,0,1
1282133,1.1497,1.034259,1.022518,1.000136,0.999982,1
888739,1.506193,1.376674,1.360124,1.335704,1.333901,1
671818,1.814954,1.673923,1.655773,1.629322,1.627307,1
55985,3.761345,2.563949,1.895982,1.35676,0.822563,1
61247,3.482817,2.35902,1.719729,1.196998,0.656115,1
36327,3.925683,3.319968,2.264534,1.44445,1.082281,1
57774,3.759188,2.850424,1.905571,1.133406,0.624571,1
2282432,0.659729,0.503034,0.414938,0.057731,0,1
1153784,1.346133,1.205686,1.137761,0.981662,0.978214,1
769196,1.793889,1.63721,1.562591,1.39479,1.391152,1
605531,2.044581,1.877679,1.789121,1.607015,1.600404,1
66266,3.532205,3.086921,2.065138,1.277645,0.823239,1
59984,3.840156,3.391143,2.29127,1.457715,1.001816,1
67349,3.501605,2.388582,2.257509,1.43869,0.862729,1
69037,3.620889,2.477285,1.950248,1.09402,0.830169,1
2055586,0.856555,0.638812,0.454827,0.358185,0,1
1027805,1.570761,1.347626,1.188982,1.120954,0.999977,1
685216,2.049571,1.795546,1.61876,1.544241,1.414149,1
522075,2.393115,2.112143,1.918675,1.837074,1.696064,1
29380,5.435907,4.110265,2.92654,1.94491,1.179716,1
29382,5.435524,4.109972,2.926318,1.944748,1.179589,1
46077,4.409303,3.442293,2.059529,1.680163,1.101566,1
18104,7.095351,5.005377,3.518196,2.443416,1.608483,1
2256761,0.573922,0.493396,0.446223,0.139988,0,2
1277763,1.099126,1.014164,0.956466,0.785987,0.766181,2
897656,1.433524,1.332776,1.271926,1.095861,1.073113,2
748034,1.591351,1.454285,1.373149,1.190513,1.167803,2
218204,2.403697,1.662236,1.114394,0.584409,0.370123,2
217549,2.438941,1.572992,1.048647,0.58473,0.36826,2
219563,2.544056,1.939514,1.173429,0.612074,0.361941,2
217059,2.49147,1.81682,1.140596,0.592621,0.374914,2
1677079,1.19902,0.921584,0.758819,0.688253,0,2
944870,1.733926,1.412943,1.238109,1.160476,0.774931,2
673671,2.098284,1.733174,1.535882,1.450151,1.054363,2
569777,2.226915,1.83711,1.615617,1.518082,1.124849,2
185243,2.570843,1.7569,1.133471,0.525305,0.28457,2
163445,2.886985,2.008655,1.29482,0.71404,0.335606,2
149085,3.041123,2.145091,1.442384,0.703157,0.040703,2
144364,3.088498,2.177954,1.497241,0.735226,0.041946,2
2220762,0.548564,0.495606,0.476798,0.184891,0,2
1185796,1.152166,1.098854,1.078838,0.906675,0.872803,2
875598,1.430163,1.341216,1.304788,1.120792,1.087404,2
698216,1.657232,1.542219,1.492023,1.296312,1.260277,2
177361,2.910233,1.932568,1.221344,0.552497,0.259787,2
179834,2.934384,1.950733,1.304071,0.591909,0.249303,2
179199,2.732719,1.923657,1.358447,0.733298,0.153348,2
176882,2.593172,1.919015,1.444898,0.7432,0.25272,2
1210352,0.899633,0.780574,0.767322,0.745792,0,2
662222,1.489881,1.344118,1.308832,1.276306,0.827714,2
496823,1.767437,1.57462,1.520716,1.470854,1.016431,2
372618,2.120949,1.907674,1.848445,1.79384,1.307987,2
109427,3.225802,2.250921,1.722151,0.991428,0.604766,2
134517,3.035516,2.026644,1.491177,0.782174,0.599441,2
134545,2.856712,2.132817,1.329151,0.756524,0.678717,2
140877,2.731667,2.027917,1.24824,0.623806,0.316814,2
1195602,0.417013,0.307411,0.088923,0.069806,0,3
1650062,0.478114,0.398128,0.282896,0.280184,0.27542,3
1281841,0.743067,0.626365,0.512095,0.508682,0.498832,3
1101927,0.898204,0.765938,0.6065,0.590858,0.576641,3
927957,1.186122,0.972603,0.761945,0.744788,0.723206,3
546867,1.671903,1.142845,0.467294,0.336913,0.028365,3
566075,1.668062,1.113927,0.473921,0.285451,0.017482,3
585438,1.659779,1.181912,0.572755,0.453627,0.12046,3
1884753,0.369599,0.278498,0.210955,0.173069,0,3
1592209,0.665154,0.540485,0.389319,0.283028,0.183734,3
1290665,0.838928,0.704571,0.533753,0.4367,0.378708,3
1148835,0.959003,0.791424,0.570411,0.478814,0.426013,3
889047,1.205971,0.945644,0.5629,0.376567,0.274678,3
775847,1.295206,0.959392,0.423953,0.279978,0.09217,3
746683,1.382939,1.136215,0.551189,0.270126,0.171919,3
794312,1.291889,1.05173,0.52512,0.256039,0.058183,3
2025032,0.51154,0.306828,0.125854,0.016659,0,3
1947121,0.426565,0.269628,0.122601,0.075005,0.04001,3
2140811,0.366724,0.259299,0.161949,0.140395,0.131355,3
2130243,0.416862,0.27737,0.167891,0.147423,0.114643,3
2124515,0.44506,0.292608,0.190487,0.148587,0.116202,3
2252090,0.414305,0.267051,0.169392,0.124495,0.093807,3
2136095,0.437307,0.280823,0.128537,0.104689,0.092401,3
2169302,0.379355,0.179556,0.123955,0.109608,0.093533,3
1837966,0.473164,0.364024,0.321038,0.162741,0,3
2151284,0.396773,0.305268,0.255826,0.17731,0.145642,3
2257000,0.421324,0.267056,0.21267,0.153211,0.131281,3
2173664,0.416961,0.284457,0.243027,0.194861,0.135447,3
2229963,0.385332,0.26614,0.221893,0.17813,0.108362,3
2146155,0.431468,0.287378,0.246141,0.192753,0.093345,3
1956204,0.470541,0.370675,0.288115,0.210031,0.076673,3
1955520,0.521211,0.349903,0.253197,0.165483,0.075959,3
2080499,0.40736,0.359295,0.328637,0.151975,0,1
1229278,0.924628,0.892034,0.822319,0.723266,0.692456,1
819523,1.335057,1.301368,1.230563,1.133423,1.104183,1
614649,1.646133,1.609762,1.533723,1.43043,1.399605,1
94526,3.827484,3.755723,2.559914,1.972383,1.731764,1
21,2.976095,2.43975,1.558387,0.845154,0.57735,1
24751,7.867758,5.561095,3.925774,0.999131,0.998989,1
24748,7.868731,5.561807,3.92629,2.75654,1.880673,1
2333897,0.867071,0.681329,0.584868,0.409062,0,1
1241610,1.47103,1.273311,1.178257,1.034868,0.879734,1
827748,1.935407,1.71228,1.606974,1.451333,1.288739,1
620814,2.308176,2.05973,1.943307,1.772508,1.596171,1
68586,4.716019,3.258954,2.26878,1.440026,1.007582,1
31260,7.513456,5.265546,3.871071,2.644342,1.731053,1
31752,7.454477,5.263889,3.708014,2.589425,1.73679,1
1712,7.826611,5.531452,3.904078,2.739466,1.868486,1
2484098,0.581449,0.516358,0.497041,0.198369,0,1
1282499,1.241704,1.17978,1.160693,0.976536,0.93692,1
862024,1.65953,1.590967,1.569859,1.372321,1.330867,1
651781,1.982183,1.906461,1.883089,1.668245,1.623507,1
56032,4.145902,2.845036,1.883379,1.128647,0.636971,1
41075,4.288517,2.948844,1.961585,1.193276,0.843737,1
36376,4.770249,3.322194,2.266225,1.445894,1.083292,1
57803,4.130781,2.854034,1.908355,1.135905,0.62613,1
2164008,1.082671,0.869679,0.637072,0.595479,0.062499,1
1060076,1.825506,1.56965,1.316215,1.274771,0.945551,1
699206,2.363255,2.06248,1.770045,1.722936,1.359545,1
550696,2.667436,2.327964,2.005284,1.949521,1.560612,1
66298,4.478102,3.086532,2.064859,1.277543,0.823398,1
60015,4.89825,3.390636,2.290892,1.457556,1.001923,1
67344,4.414624,3.503342,2.403038,1.57067,0.86351,1
69033,3.836311,3.508608,2.407,1.311196,0.831745,1
2003890,0.937846,0.816025,0.785319,0.7655,0,1
1001957,1.66103,1.526995,1.494448,1.473738,0.999976,1
667984,2.153674,1.999345,1.96211,1.938472,1.414147,1
526279,2.441386,2.260984,2.212889,2.183345,1.622899,1
25309,7.93143,5.563604,3.869988,2.643548,1.73035,1
25312,7.930474,5.562927,3.869498,2.643189,1.730088,1
45900,5.561984,3.897832,2.237266,1.586098,1.071984,1
20210,7.868548,5.561665,3.926174,2.756307,1.880444,1
2233626,0.861329,0.791846,0.761786,0.738956,0,2
1266150,1.352317,1.275646,1.227525,1.197383,0.764108,2
890009,1.715922,1.615141,1.553781,1.516461,1.070046,2
742371,1.875832,1.74048,1.65833,1.611799,1.163155,2
218301,2.692706,1.950604,1.18426,0.584428,0.369973,2
211223,2.90979,1.9507,1.184341,0.582649,0.352239,2
219588,2.716825,1.921342,1.173061,0.612315,0.36231,2
210769,2.728574,1.867969,1.171445,0.606794,0.376626,2
1666556,1.066429,1.028285,1.013775,0.974983,0,2
939695,1.585748,1.529138,1.496767,1.446826,0.773507,2
670221,1.938009,1.857376,1.815949,1.754833,1.052341,2
567288,2.0825,1.95893,1.898765,1.823111,1.121647,2
185337,2.732421,1.88879,1.25481,0.535987,0.285501,2
163496,3.114687,2.085827,1.431424,0.724208,0.336672,2
176896,3.004418,2.015406,1.256968,0.631725,0.310404,2
144268,3.233638,2.188226,1.49902,0.828779,0.04196,2
1966976,1.064048,0.9645,0.867479,0.857609,0,2
1058982,1.669341,1.544032,1.431877,1.416799,0.857422,2
790992,1.931329,1.776781,1.647488,1.621177,1.05264,2
634761,2.158547,1.983613,1.836404,1.802459,1.21334,2
177353,2.705568,2.013595,1.310393,0.598871,0.259217,2
179876,2.726074,2.021222,1.404524,0.697425,0.248592,2
179290,2.879118,1.920255,1.156924,0.73358,0.153273,2
176925,2.780712,1.845104,1.206033,0.743296,0.252398,2
916450,1.795762,1.759726,1.732021,0.999974,0,2
512189,2.473446,2.394849,2.34343,1.498611,0.78928,2
395309,2.723262,2.613708,2.5322,1.645004,0.933832,2
328075,2.959362,2.797217,2.686883,1.763433,1.037093,2
138439,3.300851,2.316675,1.477663,0.769345,0.161079,2
143509,3.316718,2.321704,1.481604,0.773109,0.113447,2
144817,3.217789,2.315146,1.484121,0.769708,0.111859,2
119079,3.375806,2.487552,1.621863,0.865132,0.269286,2
2388531,0.88159,0.649787,0.521352,0.51098,0.062499,3
1426804,1.293117,1.01364,0.870752,0.854565,0.601477,3
1126818,1.499291,1.162065,0.978972,0.954595,0.713152,3
983322,1.58501,1.219396,1.013809,0.980955,0.746709,3
592053,1.850433,1.126002,0.476768,0.300001,0.141713,3
615476,1.830459,1.107678,0.502624,0.325306,0.121073,3
572424,1.953452,1.374858,0.640276,0.259163,0.060309,3
536926,2.120193,1.516497,0.78838,0.250458,0.103151,3
2358825,0.893924,0.811475,0.762762,0.73396,0,3
1660888,1.19636,1.007108,0.875276,0.848545,0.420219,3
1355793,1.348965,1.112021,0.940623,0.907196,0.527204,3
1183825,1.476854,1.184833,0.977709,0.934336,0.58028,3
805376,1.735419,1.17128,0.448508,0.216784,0.13724,3
776065,1.73036,1.200108,0.486303,0.274977,0.096052,3
700711,1.892656,1.280657,0.693169,0.312731,0.20972,3
792334,1.748115,1.12109,0.549222,0.314482,0.057339,3
2798463,0.481654,0.414769,0.233845,0.163347,0,3
2409068,0.656136,0.38418,0.260572,0.213339,0.161636,3
2325933,0.686364,0.400441,0.260759,0.220875,0.14574,3
2239754,0.723973,0.385399,0.251131,0.217857,0.14704,3
2104230,0.780859,0.348545,0.184662,0.163062,0.052329,3
2135847,0.762656,0.366236,0.197066,0.157139,0.046292,3
2130566,0.773999,0.424918,0.217221,0.141804,0.068712,3
