@relation 'multiresolution-weka.filters.unsupervised.attribute.Remove-R7,9-11'

@attribute rate numeric
@attribute sigma1 numeric
@attribute sigma2 numeric
@attribute sigma4 numeric
@attribute sigma8 numeric
@attribute sigma16 numeric
@attribute class {1,2,3}

@data
1182786,1.45737,1.281255,1.187805,1.173724,0.773938,3
1074636,1.503005,1.279309,1.145549,1.13228,0.758018,3
592237,1.801226,1.121572,0.477324,0.298079,0.154687,3
615665,1.822019,1.121263,0.501921,0.330693,0.134973,3
570801,1.947657,1.270994,0.594118,0.263201,0.058941,3
537094,2.044971,1.422086,0.691521,0.250419,0.103072,3
2382665,0.864002,0.778152,0.771561,0.751237,0,3
1585704,1.224017,1.069414,0.98312,0.949259,0.502591,3
1310488,1.391327,1.158123,1.03405,0.991595,0.578589,3
1194225,1.490275,1.182886,1.017063,0.962769,0.575128,3
810078,1.822312,1.188573,0.553654,0.318678,0.045783,3
824319,1.784546,1.171467,0.531892,0.330638,0.04501,3
700976,1.872459,1.272975,0.668937,0.289369,0.209966,3
835688,1.675603,1.003943,0.472332,0.250367,0.047544,3
2750958,0.662536,0.447664,0.267719,0.255068,0,3
2334725,0.761436,0.449044,0.291753,0.281128,0.178278,3
2296506,0.77918,0.483433,0.278591,0.234702,0.149846,3
2280213,0.804543,0.453697,0.253677,0.205097,0.131281,3
2070691,0.868371,0.467518,0.206305,0.099916,0.074888,3
2183980,0.833488,0.462447,0.216459,0.114978,0.076706,3
2097526,0.796362,0.436991,0.270641,0.13165,0.099008,3
2186599,0.771429,0.455744,0.266831,0.105564,0.072855,3
3991792,0.40534,0.365165,0.152506,0.07938,0,3
3106094,0.609455,0.47981,0.367961,0.321564,0.285148,3
2652840,0.713842,0.523181,0.430037,0.391046,0.364273,3
2372889,0.788292,0.553785,0.464422,0.430898,0.407611,3
1802775,0.896853,0.369458,0.30063,0.242389,0.141071,3
1665704,0.941388,0.39507,0.219466,0.136245,0.04861,3
1664297,0.960563,0.415752,0.236878,0.096103,0.071558,3
1726954,0.942625,0.375826,0.229635,0.062911,0.018152,3
2284568,0.668099,0.623028,0.581082,0.383453,0,1
1213344,1.265648,1.221706,1.177745,1.020399,0.882869,1
808904,1.703737,1.654924,1.60641,1.435883,1.29195,1
606682,2.050259,1.996238,1.94268,1.755647,1.599624,1
35542,4.601838,4.194373,2.880339,1.910657,1.731271,1
21,3.735289,2.535463,1.632993,0.95119,0.534522,1
27433,7.134128,5.033309,3.538736,0.929396,0.999234,1
27432,7.134393,5.033498,3.538873,2.459485,1.880856,1
2302147,0.745134,0.656485,0.595512,0.4359,0,1
1225780,1.34676,1.248671,1.186094,1.052434,0.878108,1
817196,1.794588,1.684839,1.615595,1.470154,1.28707,1
629601,2.092317,1.967937,1.890174,1.732071,1.536042,1
68538,4.122138,2.827891,1.870419,1.117757,0.777222,1
31189,5.579232,3.8816,2.652051,1.737088,1.004399,1
31681,5.534614,5.562915,3.9271,2.757024,1.881332,1
13,3.339737,2.253203,1.38675,0.5547,0,1
2503594,0.677159,0.637424,0.583026,0.337398,0,1
1251813,1.384562,1.346309,1.296059,1.10798,0.999974,1
868528,1.757606,1.708745,1.650326,1.447144,1.332041,1
656659,2.090287,2.035933,1.971428,1.749365,1.624902,1
56036,3.827836,2.61269,1.76628,1.265852,0.822633,1
61296,3.54313,2.403512,1.600363,1.110839,0.656387,1
38778,3.842702,3.116727,2.125383,1.352387,1.00009,1
57760,3.592908,2.853313,1.907799,1.135413,0.6261,1
2329197,0.704032,0.575164,0.489815,0.30023,0,1
1177165,1.38976,1.267644,1.195025,1.065096,0.978649,1
784783,1.843116,1.705966,1.625444,1.483776,1.391612,1
617196,2.114076,1.952012,1.857608,1.702763,1.602956,1
66288,4.478099,3.086616,2.064891,1.27745,0.823423,1
60007,4.898136,3.390633,2.290892,1.457424,1.001923,1
67336,4.441642,3.082043,2.083601,1.290364,0.863484,1
69028,3.69745,2.557662,1.96558,0.936316,0.831679,1
1976953,1.075388,0.984494,0.907525,0.871875,0,1
988488,1.820114,1.714166,1.626996,1.587529,0.999976,1
659004,2.338587,2.215251,2.11435,2.06886,1.41415,1
519543,2.637744,2.490808,2.37467,2.32174,1.621517,1
25308,7.931749,5.563831,3.870151,2.643667,1.730442,1
25311,7.930793,5.563154,3.869661,2.643309,1.730179,1
47895,5.536477,3.879339,2.152132,1.530284,1.03841,1
22205,7.86891,5.561925,3.926377,2.756467,1.880583,1
2075828,1.054901,0.919417,0.834859,0.807418,0.062497,2
1158685,1.562529,1.391961,1.28155,1.243542,0.711503,2
810995,1.939765,1.740862,1.609554,1.562351,1.00792,2
681009,2.074863,1.85453,1.699622,1.641768,1.085985,2
218183,2.516574,1.951008,1.184572,0.58446,0.370494,2
209828,2.601559,1.953126,1.186317,0.583314,0.350069,2
219468,2.54534,1.663606,0.929125,0.434755,0.324444,2
213270,2.674873,1.663658,1.005205,0.405124,0.285149,2
1489608,1.291494,1.262841,1.086489,0.971994,0,2
851187,1.813371,1.753516,1.549684,1.41751,0.750035,2
611216,2.173627,2.087703,1.859935,1.709257,1.017655,2
522983,2.279737,2.161384,1.916634,1.754504,1.070652,2
185322,2.619394,1.748407,1.191103,0.525327,0.284851,2
168717,2.859493,1.934103,1.300181,0.71944,0.308123,2
151833,3.117966,2.195168,1.405742,0.669686,0.060785,2
144321,3.409627,2.333692,1.49905,0.736978,0.04137,2
2137380,0.964682,0.914123,0.892479,0.868872,0,2
1128230,1.597983,1.529227,1.498696,1.469809,0.894454,2
847760,1.841779,1.751161,1.706058,1.664477,1.078685,2
677385,2.079372,1.964486,1.90656,1.857365,1.247658,2
177376,2.9931,2.105305,1.407841,0.700784,0.368643,2
187734,2.884527,2.016091,1.330279,0.620395,0.310135,2
179218,2.816073,2.105796,1.380506,0.732605,0.153522,2
176853,2.808604,2.10667,1.504627,0.743025,0.253166,2
1052838,1.709461,1.590337,1.411854,0.934059,0,2
583463,2.385669,2.213268,1.987394,1.444537,0.804465,2
444347,2.681022,2.455263,2.193988,1.615565,0.969494,2
333261,3.149147,2.893276,2.598348,1.952787,1.259582,2
109427,3.856738,2.633858,1.722986,0.992156,0.604796,2
134539,3.449752,2.334605,1.491725,0.782709,0.599516,2
134544,3.412471,2.322108,1.489728,0.757033,0.678834,2
140876,3.265132,2.21186,1.400373,0.624382,0.317073,2
2707721,0.867002,0.8288,0.768125,0.746695,0,3
1616492,1.286395,1.227763,1.140641,1.115029,0.675059,3
1259462,1.445913,1.36664,1.263834,1.238194,0.81313,3
1085067,1.547932,1.441018,1.309144,1.278025,0.863476,3
592124,1.561185,1.112053,0.432782,0.294219,0.141937,3
615599,1.57928,1.039721,0.413847,0.325221,0.121315,3
574435,1.792044,1.189253,0.548933,0.255325,0.062292,3
537051,1.850465,1.367325,0.656893,0.250619,0.103347,3
2419061,0.889715,0.791042,0.77504,0.754979,0,3
1675191,1.224753,1.005614,0.910848,0.890591,0.444051,3
1322606,1.427035,1.167995,1.031203,0.997065,0.594151,3
1203393,1.487773,1.195873,1.006704,0.965354,0.590981,3
810005,1.803788,1.20161,0.488445,0.245442,0.143887,3
788626,1.818793,1.268638,0.572721,0.298314,0.125323,3
747797,1.952871,1.272316,0.64912,0.356436,0.107371,3
835346,1.8102,1.083047,0.527141,0.299786,0.121058,3
2934657,0.774786,0.595792,0.41686,0.077403,0,3
2298109,0.883009,0.64578,0.48257,0.285699,0.276988,3
2261302,0.879351,0.585264,0.410245,0.238712,0.23099,3
2273781,0.834098,0.522055,0.36581,0.214315,0.199172,3
2074232,0.819662,0.416483,0.266731,0.15802,0.118876,3
2195472,0.774921,0.343971,0.213804,0.104578,0.031663,3
2166596,0.784534,0.47276,0.307552,0.114644,0.020027,3
2183970,0.793823,0.487309,0.295834,0.017199,0.013173,3
4427055,0.244046,0.133743,0.090942,0.004916,0,3
3185558,0.586379,0.448667,0.415024,0.395258,0.389726,3
2723480,0.702012,0.494995,0.46474,0.447726,0.442837,3
2426413,0.778164,0.541525,0.503254,0.487039,0.479859,3
1734779,0.910103,0.347578,0.220927,0.149814,0.088039,3
1666768,0.952299,0.326989,0.196394,0.105972,0.056075,3
1609358,0.979822,0.41118,0.262614,0.145001,0.105801,3
1727132,0.934313,0.34493,0.212521,0.082748,0.067254,3
2242455,0.695708,0.646365,0.583103,0.40004,0,1
1192289,1.29092,1.241269,1.177551,1.029577,0.880798,1
794867,1.731945,1.676619,1.606198,1.445678,1.289827,1
596153,2.081537,2.020236,1.942452,1.766335,1.597344,1
35542,4.739889,4.198617,2.883434,1.912953,1.731336,1
20,3.788139,2.569047,1.658312,0.974679,0.591608,1
24798,7.868119,5.562087,3.926486,0.999314,0.999213,1
24797,7.868439,5.562315,3.926668,2.756691,1.880756,1
2299503,0.82707,0.795542,0.655757,0.55586,0,1
1224517,1.428417,1.383714,1.240646,1.147567,0.877885,1
816353,1.886921,1.836276,1.675925,1.573307,1.286845,1
635332,2.175189,2.110872,1.933216,1.820413,1.514623,1
68589,4.295942,2.954268,1.965666,1.196921,0.834791,1
31215,6.187432,4.317653,2.970025,1.97782,1.206621,1
73460,4.411894,3.414809,2.705514,1.805922,0.910514,1
41767,6.325761,4.450403,3.927495,2.757551,1.881539,1
2596293,0.779295,0.684129,0.576179,0.342709,0,1
1298160,1.488131,1.391403,1.289926,1.111239,0.999979,1
899454,1.871916,1.760763,1.646479,1.45331,1.334775,1
679854,2.217348,2.093953,1.967867,1.756689,1.628455,1
56057,3.611476,2.845321,1.883584,1.534047,0.822729,1
61366,3.34635,2.613446,1.707347,1.363156,0.655229,1
37012,3.882129,2.673747,1.773013,1.452739,1.059226,1
57810,3.767577,2.979591,2.005062,1.389716,0.808385,1
2212984,0.839873,0.779305,0.752799,0.750139,0,1
1119062,1.52925,1.464525,1.436811,1.433911,0.977534,1
746048,2.001954,1.927995,1.896459,1.893164,1.390435,1
588121,2.279242,2.18371,2.141318,2.133375,1.596741,1
66242,4.063548,3.086076,2.064515,1.277267,0.82326,1
59959,4.435553,3.390367,2.290692,1.457401,1.001924,1
67287,4.030296,2.780003,2.002473,1.219757,0.863411,1
69003,3.41067,2.8265,2.028767,0.88725,0.831412,1
2035074,0.926213,0.904902,0.894309,0.875534,0,1
1017549,1.647924,1.624073,1.612294,1.591552,0.999976,1
678378,2.138524,2.110977,2.097391,2.073493,1.414151,1
541220,2.37667,2.346196,2.32368,2.296301,1.59658,1
32455,4.655741,4.473166,3.082954,2.644074,1.73077,1
32458,4.655294,4.472732,3.082642,2.643794,1.730556,1
58137,4.241586,2.935369,1.816926,1.603239,1.082529,1
25186,7.870074,5.562756,3.926977,2.756913,1.880935,1
2214541,0.919983,0.899226,0.880349,0.875967,0,2
1256704,1.429409,1.380266,1.343329,1.331341,0.762181,2
883724,1.78775,1.721408,1.677307,1.659498,1.067443,2
737643,1.949036,1.845919,1.781998,1.755695,1.159406,2
218402,2.703661,1.892635,1.184682,0.58434,0.369652,2
217697,2.7523,1.889764,1.182247,0.584834,0.367654,2
219631,2.805368,1.863977,1.108891,0.543972,0.36174,2
217045,2.665856,1.623665,0.978624,0.520022,0.374576,2
1605312,1.274797,1.273112,1.112145,0.974018,0,2
909126,1.812221,1.783711,1.594413,1.437173,0.765774,2
649842,2.179306,2.12976,1.913541,1.739828,1.040932,2
551953,2.314115,2.223551,1.985146,1.800356,1.104909,2
185360,2.668618,1.749501,1.13342,0.525252,0.284944,2
168711,2.880004,1.909765,1.236426,0.719445,0.308148,2
149037,3.140244,2.117993,1.444011,0.704485,0.040462,2
144317,3.257561,2.20618,1.499043,0.736974,0.041454,2
2326375,1.017571,0.940572,0.922742,0.879362,0,2
1222730,1.661308,1.564965,1.539487,1.489645,0.902607,2
910803,1.920338,1.796988,1.76537,1.703349,1.101559,2
724620,2.163673,2.018587,1.978287,1.908082,1.279014,2
177361,2.738568,1.80275,1.408347,0.701292,0.369018,2
187742,2.553988,1.661764,1.296192,0.583217,0.310446,2
179194,2.726258,2.066507,1.36884,0.733114,0.153478,2
176853,2.578329,2.066362,1.475259,0.743032,0.25311,2
1030909,1.699161,1.697418,1.694472,0.999976,0,2
569466,2.378506,2.345997,2.327098,1.520893,0.810308,2
433492,2.63224,2.593503,2.550046,1.694897,0.975801,2
356712,2.87818,2.794405,2.726834,1.830896,1.092541,2
138414,3.183035,2.31691,1.477846,0.769565,0.160577,2
143403,3.207352,2.321835,1.481707,0.773219,0.113612,2
144734,3.403868,2.315683,1.484569,0.769871,0.11186,2
118997,3.635475,2.488117,1.62231,0.86558,0.269581,2
2765016,0.742041,0.697965,0.680304,0.665711,0,3
1645281,1.20464,1.111838,1.064787,1.046478,0.680573,3
1278751,1.406781,1.266822,1.193037,1.172018,0.82188,3
1099486,1.534172,1.347841,1.243187,1.216479,0.874663,3
583690,1.86166,1.174271,0.43695,0.256088,0.118902,3
615522,1.811812,1.137773,0.431889,0.269031,0.10472,3
610683,1.89078,1.246923,0.545383,0.289606,0.058641,3
568183,1.990351,1.338628,0.665067,0.324137,0.141168,3
2606570,0.778096,0.643858,0.565415,0.549211,0,3
1665326,1.186687,0.993876,0.862595,0.836522,0.5652,3
1372693,1.338533,1.095171,0.917797,0.884485,0.635878,3
1181501,1.469106,1.180103,0.976284,0.934073,0.698499,3
741259,1.865412,1.254785,0.562855,0.296762,0.118938,3
771689,1.86369,1.258359,0.564792,0.309594,0.126337,3
700904,2.035743,1.358342,0.746807,0.364668,0.209892,3
835659,1.794588,1.084363,0.537395,0.303101,0.059506,3
2773103,0.547886,0.469781,0.423117,0.15675,0,3
2356932,0.673393,0.438716,0.399438,0.220455,0.176572,3
2305306,0.716105,0.489128,0.418887,0.187903,0.150764,3
2259314,0.708139,0.441375,0.372687,0.169989,0.13781,3
2073824,0.770021,0.42572,0.294254,0.071743,0.047138,3
2150963,0.769145,0.420726,0.283189,0.074851,0.038559,3
2096510,0.768883,0.421125,0.20318,0.101658,0.087755,3
2178316,0.770118,0.448506,0.183378,0.07384,0.031005,3
4214210,0.329335,0.298466,0.16053,0.104345,0,3
3143732,0.611469,0.509383,0.428259,0.362066,0.340512,3
2718366,0.704953,0.55414,0.471555,0.409914,0.390325,3
2405814,0.804742,0.605495,0.519806,0.465299,0.443303,3
1747987,0.958722,0.516784,0.387571,0.201878,0.135883,3
1707552,0.951118,0.459595,0.309266,0.173707,0.109588,3
1683295,0.97832,0.535999,0.305191,0.083726,0.080934,3
1727026,0.944741,0.419928,0.276537,0.074288,0.026426,3
2184102,0.750744,0.662786,0.605403,0.186728,0,1
1163063,1.348037,1.253992,1.1945,0.912902,0.877887,1
775383,1.79603,1.690759,1.624861,1.322887,1.286847,1
581540,2.15273,2.035888,1.963038,1.632995,1.594136,1
35517,5.59203,4.19611,2.881602,1.911536,1.731352,1
19,3.649081,2.470883,1.685854,0.917663,0.561951,1
24770,7.266114,5.128325,3.926628,0.999354,0.999273,1
24771,7.265817,5.128127,3.926467,2.756674,1.880777,1
2212009,0.526911,0.502155,0.330712,0.083658,0,1
1180717,1.135006,1.10475,0.982813,0.881321,0.873445,1
787152,1.559581,1.526645,1.396003,1.290364,1.282306,1
590368,1.891118,1.85494,1.712225,1.597917,1.589245,1
68539,4.368188,3.006743,2.267522,1.439161,1.007826,1
31194,7.93144,5.563614,3.869998,2.643666,1.730532,1
55560,5.576584,3.908417,2.706617,1.80662,1.087315,1
23900,7.865663,5.559635,3.924747,2.755292,1.879931,1
2613797,0.412874,0.400029,0.284368,0.14056,0,1
1315166,1.145797,1.136486,1.065342,1.007031,0.987427,1
905287,1.511333,1.496418,1.418232,1.356401,1.334855,1
684277,1.820306,1.803726,1.718628,1.651775,1.628496,1
56056,3.773194,2.572639,1.969879,1.378195,0.670738,1
57214,3.720291,2.533824,1.933463,1.345341,0.63651,1
38900,4.41888,3.102922,2.115496,1.345009,0.992556,1
57785,3.906755,2.852605,1.907251,1.134916,0.624664,1
2200535,0.609683,0.56453,0.491739,0.316354,0,1
1112838,1.29841,1.257051,1.195342,1.072961,0.977408,1
741897,1.74033,1.694171,1.625797,1.492255,1.390306,1
585008,1.984105,1.935121,1.852752,1.706266,1.596032,1
66266,3.759723,3.084652,2.063442,1.276404,0.823386,1
59983,4.095351,3.388665,2.289436,1.456411,1.001982,1
67360,3.726916,2.555924,2.414506,1.569321,0.862728,1
69075,3.861896,2.655784,2.122236,1.254545,0.830638,1
1922535,0.794555,0.720248,0.642647,0.57965,0.062496,1
930271,1.509716,1.427889,1.346482,1.283969,0.969228,1
613595,1.992714,1.898043,1.804571,1.733349,1.384839,1
483453,2.271914,2.151514,2.041349,1.959792,1.586485,1
25308,7.931749,5.563835,3.870151,2.643667,1.730442,1
25310,7.931111,5.563381,3.869825,2.643428,1.730271,1
25703,7.870635,5.563161,3.927275,2.757143,1.881089,1
13,3.37411,2.287087,1.441153,0.919866,0.960769,1
2352688,0.438266,0.406562,0.213816,0.077074,0,2
1257011,1.067264,1.044158,0.925322,0.879913,0.871652,2
929571,1.356635,1.290181,1.149365,1.09179,1.083681,2
751215,1.538623,1.453511,1.307655,1.240787,1.231977,2
218183,2.536379,1.763379,1.126716,0.367101,0.183816,2
217808,2.536065,1.759614,1.124118,0.363093,0.186576,2
219562,2.412812,1.773162,1.121356,0.49406,0.315476,2
183444,2.708732,1.78989,1.277917,0.549818,0.239154,2
1644467,0.920777,0.809951,0.749159,0.7067,0.062497,2
905519,1.441023,1.293721,1.219081,1.164726,0.73446,2
679219,1.702238,1.509306,1.408765,1.34245,0.913003,2
544507,1.920105,1.698793,1.58818,1.510328,1.068219,2
185289,2.636705,1.725138,1.133299,0.457422,0.230881,2
168687,2.893972,1.920295,1.236241,0.661126,0.247642,2
149061,3.156954,2.242147,1.443755,0.788874,0.040871,2
144292,3.42795,2.333663,1.499029,0.823429,0.041708,2
2225155,0.487659,0.47962,0.462801,0.328037,0,2
1187978,1.112962,1.0915,1.070856,0.977748,0.87306,2
876990,1.384054,1.330124,1.297129,1.192057,1.088091,2
699260,1.600618,1.525806,1.484288,1.369421,1.261154,2
177307,2.675048,1.754417,1.26965,0.640353,0.259436,2
179734,2.583271,1.684243,1.254303,0.53545,0.249126,2
179195,2.564788,2.013261,1.356378,0.732945,0.153587,2
176854,2.526238,2.011675,1.43538,0.742912,0.253444,2
1103801,1.293165,1.241135,1.109597,0.937511,0,2
608944,1.915956,1.820409,1.654,1.456669,0.812647,2
461352,2.210389,2.059312,1.858504,1.63814,0.985748,2
346015,2.616814,2.446966,2.222315,1.977703,1.276291,2
109440,3.855433,2.632902,1.722256,0.99154,0.604828,2
134505,3.400012,2.297833,1.491315,0.782323,0.599363,2
134496,3.361264,2.321489,1.48923,0.756407,0.678627,2
140827,3.2163,2.211251,1.399873,0.623774,0.316725,2
2347747,0.235689,0.178868,0.01452,0.012672,0,3
1603149,0.661908,0.620267,0.554758,0.487843,0.464459,3
1251106,0.858045,0.796832,0.708652,0.647333,0.628086,3
1106313,0.945452,0.871785,0.73264,0.673971,0.655569,3
675915,1.214311,0.998015,0.576431,0.314888,0.169434,3
615996,1.292495,1.04719,0.35369,0.251922,0.072591,3
592932,1.447105,0.911414,0.478059,0.234523,0.09869,3
537332,1.625429,1.141456,0.634788,0.250423,0.10227,3
2450021,0.348907,0.279566,0.21074,0.114855,0,3
1675818,0.747617,0.673954,0.516882,0.481551,0.461985,3
1384363,0.954659,0.846544,0.622092,0.572428,0.545119,3
1175611,1.109855,1.001793,0.742713,0.659828,0.635322,3
775404,1.472631,1.21417,0.545991,0.265424,0.174399,3
761450,1.568684,1.261537,0.599142,0.308613,0.162706,3
722097,1.562542,1.052397,0.532501,0.288951,0.197951,3
836544,1.441982,0.996686,0.434312,0.261761,0.017218,3
2121832,0.422465,0.238972,0.170458,0.067021,0,3
2152259,0.340684,0.214155,0.1611,0.048812,0.014135,3
2217052,0.408146,0.306202,0.23533,0.064285,0.04282,3
2178053,0.463488,0.33023,0.240932,0.074207,0.048852,3
2199572,0.464281,0.368454,0.291958,0.164464,0.046122,3
2200588,0.558171,0.434143,0.330743,0.165694,0.046027,3
2104102,0.57235,0.386726,0.209078,0.165507,0.106166,3
2186283,0.507121,0.323889,0.195606,0.143174,0.066068,3
2364953,0.50616,0.225535,0.145679,0.068352,0,3
2574995,0.533333,0.276785,0.142671,0.096115,0.08157,3
2601761,0.514512,0.230097,0.118501,0.079319,0.067502,3
2397416,0.554857,0.333002,0.235061,0.172252,0.160686,3
2237673,0.615832,0.421051,0.330205,0.223883,0.216791,3
1973098,0.615226,0.415244,0.342573,0.211151,0.199979,3
1688501,0.658484,0.393835,0.23479,0.095697,0.039624,3
1723046,0.607873,0.352173,0.224726,0.107227,0.04722,3
2278038,0.548951,0.53063,0.5181,0.284263,0,1
1210166,1.161831,1.141072,1.123855,0.960702,0.882418,1
806781,1.588944,1.566216,1.54743,1.372733,1.291498,1
605091,1.923428,1.898411,1.877758,1.686948,1.599133,1
35584,4.955294,4.14414,2.843751,1.909169,1.731353,1
20,2.95804,2.479919,1.581139,0.866025,0.591608,1
24798,7.868114,5.561351,3.925962,0.999173,0.999052,1
24796,7.868761,5.561825,3.926305,2.756542,1.880676,1
2182872,0.617488,0.58487,0.581123,0.380231,0,1
1166001,1.223951,1.179227,1.167778,1.007721,0.872102,1
777342,1.65741,1.60804,1.595457,1.422389,1.280932,1
617235,1.90329,1.829786,1.807412,1.618905,1.467536,1
71519,4.64848,3.210011,2.29357,1.459675,1.001593,1
34245,7.258216,5.083384,3.870536,2.6443,1.730929,1
39631,6.361087,4.477715,3.131951,2.388446,1.635381,1
4235,7.840199,5.541408,3.911416,2.745136,1.872816,1
2518845,0.506723,0.338216,0.211576,0.11579,0,1
1296645,1.182223,1.056329,0.988875,0.956772,0.942586,1
873639,1.588853,1.452202,1.380378,1.346676,1.331778,1
660492,1.904926,1.755398,1.677335,1.640837,1.624725,1
56033,3.993282,2.733706,1.799202,1.078273,0.591388,1
42689,4.124747,2.829619,1.871727,1.152104,0.791212,1
36939,4.692908,3.268224,2.229053,1.420898,1.061089,1
57737,4.12941,2.853025,1.907576,1.135204,0.625824,1
2310473,0.68824,0.467561,0.449761,0.272021,0,1
1167807,1.374022,1.177662,1.163618,1.049981,0.978472,1
778544,1.825331,1.606324,1.590898,1.467529,1.391425,1
612493,2.0949,1.846131,1.820329,1.684919,1.602058,1
66219,4.477391,3.086018,2.064463,1.277105,0.823165,1
59935,4.89798,3.390438,2.290746,1.457304,1.0019,1
67263,4.440399,3.08113,2.082848,1.290194,0.863332,1
68978,3.827379,2.638662,2.089824,0.972281,0.831144,1
1917244,0.558684,0.498671,0.470518,0.221682,0.062499,1
1018540,1.243396,1.197337,1.176977,1.039291,0.999992,1
679040,1.678958,1.627968,1.605545,1.456045,1.414164,1
542794,1.891438,1.83341,1.805677,1.640954,1.592603,1
34061,4.813265,4.305691,3.810752,2.603169,1.704068,1
33536,4.888548,4.373023,3.870322,2.643795,1.730552,1
34164,4.834499,3.369044,3.041044,2.74871,1.87497,1
119,6.988586,4.927201,3.459247,2.40098,1.582467,1
2262047,0.515478,0.435488,0.362744,0.254477,0,2
1280446,1.0724,0.974462,0.901422,0.830009,0.766608,2
899413,1.415624,1.297565,1.21663,1.139111,1.07379,2
749590,1.574042,1.42657,1.321631,1.233377,1.168269,2
218415,2.630859,1.816184,1.184703,0.584667,0.371167,2
217691,2.469604,1.813859,1.182262,0.585073,0.369137,2
219731,2.5054,1.735505,1.084656,0.612491,0.362738,2
216938,2.445633,1.696844,1.04625,0.592631,0.374779,2
1705178,0.854092,0.632059,0.593054,0.413282,0,2
958969,1.389676,1.144995,1.089123,0.935708,0.778137,2
683069,1.714983,1.452164,1.381551,1.220266,1.059198,2
576901,1.84904,1.562584,1.464515,1.291226,1.131911,2
185318,2.578152,1.888468,1.132775,0.525086,0.285204,2
168715,2.577747,2.013396,1.235669,0.719206,0.308519,2
164785,2.647335,1.922091,1.180101,0.52382,0.195467,2
144316,2.739368,2.036217,1.376492,0.694435,0.041953,2
2271828,0.589824,0.559179,0.499259,0.31052,0,2
1195464,1.22812,1.187436,1.129442,0.994859,0.900373,2
892678,1.472581,1.412064,1.338325,1.189174,1.095149,2
711380,1.700448,1.61573,1.527637,1.367396,1.26936,2
177759,2.944796,2.101523,1.405155,0.698101,0.368208,2
188162,2.817631,2.012202,1.327445,0.617339,0.309353,2
179603,2.874089,1.916404,1.341789,0.699533,0.153811,2
176926,2.872505,1.915199,1.460487,0.712097,0.253147,2
1248329,1.197249,1.101597,1.068464,0.944746,0,2
681258,1.792909,1.681798,1.628363,1.485037,0.832388,2
509530,2.056029,1.936824,1.856383,1.693278,1.026121,2
382148,2.443287,2.309768,2.219953,2.038685,1.318036,2
109394,3.073375,2.633667,1.72284,0.992034,0.6046,2
134505,2.986888,2.334732,1.491824,0.782793,0.599716,2
134520,3.174407,2.143735,1.404164,0.75713,0.679043,2
140877,3.037762,2.04067,1.306859,0.62417,0.317273,2
2338252,0.24087,0.197159,0.183474,0.042311,0,3
1656372,0.671621,0.612387,0.569536,0.429105,0.411671,3
1286177,0.912001,0.824848,0.737798,0.613352,0.594194,3
1105127,1.038912,0.907368,0.798423,0.68056,0.662713,3
660041,1.46791,1.119308,0.765223,0.397144,0.275202,3
615618,1.57569,1.083979,0.442568,0.286819,0.170194,3
610778,1.567348,1.135376,0.550709,0.333902,0.145538,3
537024,1.691373,1.197672,0.709642,0.360963,0.103006,3
2468593,0.240374,0.182226,0.166596,0.061474,0,3
1678917,0.723476,0.584051,0.504128,0.476648,0.470348,3
1333053,0.96174,0.780593,0.654655,0.616381,0.607103,3
1211231,1.029615,0.82294,0.659435,0.612908,0.604301,3
805372,1.382938,1.03243,0.425391,0.232136,0.119672,3
743269,1.523894,1.139574,0.519621,0.253643,0.137488,3
744631,1.529313,1.099643,0.522001,0.260302,0.106741,3
767928,1.570189,1.127133,0.539719,0.31158,0.194671,3
2344107,0.159542,0.127735,0.086131,0.085747,0,3
1902093,0.457737,0.425917,0.344166,0.247135,0.232382,3
2085653,0.410296,0.362112,0.291223,0.229629,0.213154,3
2199342,0.370138,0.329523,0.260771,0.209308,0.196622,3
2131666,0.445323,0.400103,0.32547,0.267575,0.199664,3
2321900,0.353571,0.272473,0.211139,0.182834,0.079646,3
2223985,0.389466,0.30212,0.220269,0.188568,0.048173,3
2176448,0.417373,0.321888,0.243893,0.185474,0.073407,3
2554877,0.253566,0.195155,0.137238,0.047304,0,3
2619529,0.260837,0.179665,0.107932,0.050638,0.024676,3
2630879,0.279041,0.177953,0.118056,0.087984,0.020971,3
2380636,0.391861,0.276659,0.234594,0.201732,0.18317,3
2178131,0.463651,0.338741,0.272155,0.248881,0.226133,3
1939957,0.521107,0.378892,0.293833,0.242001,0.213613,3
1663430,0.59812,0.403901,0.122405,0.074615,0.035429,3
1717071,0.587439,0.408752,0.172883,0.102187,0.042456,3
2266635,0.213772,0.156966,0.112274,0.098205,0,1
1210455,0.941987,0.909967,0.890166,0.882581,0.872548,1
806978,1.353127,1.319851,1.299438,1.291655,1.281389,1
605237,1.6657,1.629713,1.607693,1.599308,1.588259,1
38580,5.057584,3.816552,2.721232,1.828196,1.73137,1
20,3.478505,2.345208,1.549193,0.83666,0.5,1
28177,6.616072,4.659941,3.463056,0.925596,0.999308,1
28176,6.616312,4.660115,3.46319,2.401074,1.881007,1
2329853,0.462946,0.302996,0.05566,0.031968,0,1
1239901,1.101542,0.980977,0.887867,0.880877,0.879064,1
826608,1.523165,1.394066,1.297079,1.28991,1.288053,1
630653,1.815547,1.673844,1.56871,1.560339,1.557992,1
68694,4.193666,2.879893,1.909697,1.150628,0.80285,1
31217,5.840832,4.069109,2.789051,1.841312,1.093332,1
64573,4.863592,3.868753,2.677011,1.782942,0.97781,1
